lemma,upos,lexical_class
особенный,ADJ,everyday
особо,ADV,general
особый,ADJ,general
особь,NOUN,general
осознанно,ADV,general
осознанность,NOUN,everyday
оспаривать,VERB,general
оставаться,VERB,general
оставить,VERB,everyday
оставлять,VERB,general
остальной,ADJ,everyday
останавливать,VERB,general
останавливаться,VERB,everyday
останки,NOUN,general
остановить,VERB,everyday
остановиться,VERB,everyday
остановка,NOUN,general
остатки,NOUN,general
остаться,VERB,everyday
осторожно,ADV,general
осторожность,NOUN,general
осторожный,ADJ,general
осторожный,ADV,general
остро,ADJ,everyday
остро,ADV,specialized
остров,NOUN,general
островский,PROPN,general
острый,ADJ,everyday
остывать,VERB,everyday
остыть,VERB,everyday
осуждать,VERB,everyday
осуждение,NOUN,specialized
осуществиться,VERB,general
осуществлять,VERB,general
осы,NOUN,everyday
осьминог,NOUN,specialized
осьминога,NOUN,specialized
от,ADP,general
отбеливание,NOUN,everyday
отбивать,VERB,general
отбирать,VERB,everyday
отбор,NOUN,general
отбраковывать,VERB,general
отвергать,VERB,specialized
отверстие,NOUN,everyday
отвертеться,VERB,everyday
отвертка,NOUN,everyday
отвесить,VERB,general
отвесный,ADJ,everyday
ответ,NOUN,general
ответвление,NOUN,everyday
ответить,VERB,general
ответственность,NOUN,general
ответственный,ADJ,general
отвечать,VERB,general
отвлекаться,VERB,general
отводить,VERB,everyday
отголоска,NOUN,specialized
отдавать,VERB,everyday
отдаленный,ADJ,specialized
отдать,VERB,everyday
отдел,NOUN,general
отделение,NOUN,general
отделить,VERB,specialized
отдельно,ADV,general
отдельный,ADJ,general
отделять,VERB,general
отдохнуть,VERB,general
отдых,NOUN,general
отдыхать,VERB,general
отекать,VERB,general
отель,NOUN,general
отец,NOUN,everyday
отзыв,NOUN,everyday
отказ,NOUN,general
отказаться,VERB,general
отказываться,VERB,general
откапывать,VERB,everyday
откладывать,VERB,general
откладываться,VERB,general
отклеиться,VERB,everyday
отклик,NOUN,specialized
откликнуться,VERB,everyday
отклонить,VERB,general
отключать,VERB,general
отключение,NOUN,everyday
отключить,VERB,everyday
отключиться,VERB,general
откровение,NOUN,specialized
откровенно,ADV,general
открывалка,NOUN,everyday
открывать,VERB,general
открываться,VERB,general
открытие,NOUN,general
открытка,NOUN,everyday
открытка,PROPN,everyday
открыто,ADV,general
открытость,NOUN,general
открытый,ADJ,general
открыть,VERB,general
открыться,VERB,general
откуда,ADV,general
отличать,VERB,everyday
отличаться,VERB,general
отличие,NOUN,general
отличить,VERB,everyday
отлично,ADV,everyday
отличный,ADJ,everyday
отложить,VERB,everyday
отмахиваться,VERB,everyday
отмена,NOUN,everyday
отменить,VERB,general
отменять,VERB,specialized
отметить,VERB,general
отметка,NOUN,general
отмечать,VERB,general
отмирать,VERB,everyday
отнести,VERB,general
отнестись,VERB,everyday
отнимать,VERB,general
относительно,ADV,general
относительность,NOUN,specialized
относительный,ADJ,general
относить,VERB,specialized
относиться,VERB,general
отношение,NOUN,general
отнять,VERB,general
отобрать,VERB,general
отодвинуть,VERB,general
отойти,VERB,everyday
отопление,NOUN,general
отпечаток,NOUN,general
отплатить,VERB,everyday
отправить,VERB,general
отправиться,VERB,general
отправка,NOUN,general
отправление,NOUN,everyday
отправлять,VERB,general
отправляться,VERB,everyday
отправной,ADJ,specialized
отпуск,NOUN,general
отпустить,VERB,everyday
отравить,VERB,everyday
отражать,VERB,specialized
отражаться,VERB,specialized
отражение,NOUN,general
отразиться,VERB,general
отрасль,NOUN,general
отрегулировать,VERB,everyday
отрезвлять,VERB,general
отречение,NOUN,specialized
отрицание,NOUN,general
отрицательный,ADJ,specialized
отрывной,ADJ,everyday
отряд,NOUN,general
отряхнуться,VERB,everyday
отслеживать,VERB,everyday
отставать,VERB,general
отступить,VERB,general
отсутствие,NOUN,general
отсутствовать,VERB,specialized
отсчитывать,VERB,everyday
отсылок,NOUN,specialized
отсюда,ADV,general
оттаивать,VERB,everyday
отталкиваться,VERB,specialized
оттенок,NOUN,everyday
оттепель,NOUN,everyday
оттуда,ADV,general
оттуда-то,ADV,everyday
отходить,VERB,general
отходы,NOUN,general
отчасти,ADV,general
отчего,ADV,everyday
отчество,NOUN,everyday
отчет,NOUN,general
отчисление,NOUN,specialized
отчитать,VERB,general
отъезд,NOUN,everyday
отыграться,VERB,everyday
офис,NOUN,general
офисный,ADJ,general
официально,ADV,general
официальный,ADJ,general
официант,NOUN,everyday
офлайн,NOUN,everyday
оформить,VERB,everyday
оформиться,VERB,specialized
оформление,NOUN,general
оформлять,VERB,everyday
офсайд,NOUN,everyday
ох,INTJ,everyday
охватить,VERB,general
охватывать,VERB,specialized
охлаждение,NOUN,general
охота,NOUN,general
охотно,ADV,general
охотный,ADJ,everyday
охрана,NOUN,general
охранник,NOUN,everyday
охранять,VERB,general
охраняться,VERB,general
оценивать,VERB,general
оценить,VERB,general
оценка,NOUN,general
оцифровать,VERB,specialized
очаг,NOUN,specialized
очевидный,ADJ,general
очень,ADV,general
очередной,ADJ,general
очередь,NOUN,general
очерк,NOUN,general
очертание,NOUN,specialized
очистить,VERB,general
очищать,VERB,specialized
очки,NOUN,everyday
очно-заочный,ADJ,everyday
очный,ADJ,general
ошибаться,VERB,everyday
ошибка,NOUN,general
ошибочный,ADJ,specialized
ощупь,NOUN,everyday
ощущать,VERB,specialized
ощущаться,VERB,general
ощущение,NOUN,general
оэср,PROPN,general
п.,PROPN,general
павел,PROPN,general
павловна,PROPN,everyday
падать,VERB,general
падение,NOUN,general
пазл,NOUN,specialized
пакет,NOUN,everyday
пакетик,NOUN,everyday
палата,NOUN,general
палатка,NOUN,everyday
палец,NOUN,everyday
палка,NOUN,everyday
паломник,NOUN,specialized
паломничество,NOUN,specialized
палочка,NOUN,general
палуба,NOUN,everyday
пальто,NOUN,everyday
пальчик,NOUN,everyday
памятка,NOUN,everyday
памятник,NOUN,general
памятный,ADJ,specialized
памяток,NOUN,everyday
память,NOUN,general
пандемия,NOUN,general
панель,NOUN,everyday
панельный,ADJ,specialized
паника,NOUN,everyday
панорама,NOUN,everyday
пап,NOUN,everyday
папа,NOUN,everyday
пар,NOUN,general
пара,NOUN,general
парадокс,NOUN,specialized
паралимпийский,ADJ,everyday
параллель,NOUN,general
параллельно,ADV,general
параспорт,NOUN,everyday
парень,NOUN,everyday
пари,NOUN,everyday
париж,PROPN,general
парикмахерская,ADJ,everyday
парилок,NOUN,everyday
паритет,NOUN,specialized
парить,VERB,everyday
парк,NOUN,everyday
парк,PROPN,everyday
парковаться,VERB,everyday
парковка,NOUN,everyday
парламент,NOUN,general
парламентский,ADJ,specialized
парниковый,ADJ,general
парной,ADJ,everyday
паровой,ADJ,specialized
пародия,NOUN,specialized
пароли,NOUN,general
пароль,NOUN,general
паром,NOUN,everyday
паромщик,NOUN,everyday
парта,NOUN,general
партийный,ADJ,specialized
партия,NOUN,general
партнер,NOUN,everyday
пас,NOUN,everyday
паспорт,NOUN,everyday
пассажир,NOUN,everyday
паста,NOUN,everyday
пастернак,PROPN,specialized
пастилка,NOUN,general
пасха,NOUN,everyday
пасха,PROPN,everyday
пасхальный,ADJ,everyday
пасхе,PROPN,everyday
патрульный,ADJ,everyday
пауза,NOUN,general
паук,NOUN,everyday
пауэрбанк,NOUN,everyday
пахнуть,VERB,everyday
пахота,NOUN,general
пациент,NOUN,general
пачка,NOUN,everyday
пебть,VERB,everyday
педагог,NOUN,general
пейзаж,NOUN,general
пекарня,NOUN,general
пекарь,NOUN,general
пекать,VERB,everyday
пекинский,ADJ,general
пельмень,NOUN,everyday
пенальти,NOUN,general
пенистый,ADJ,everyday
пенка,NOUN,everyday
пенсионер,NOUN,general
пенсионный,ADJ,general
пенсия,NOUN,general
пепел,NOUN,specialized
первоисточник,NOUN,specialized
первоклассник,NOUN,general
первоклассница,NOUN,general
первокурсник,NOUN,general
первоначально,ADV,general
первоначальный,ADJ,general
первый,ADJ,general
перебежать,VERB,everyday
перебой,NOUN,general
перебор,NOUN,everyday
перевал,NOUN,everyday
перевернуть,VERB,everyday
перевести,VERB,general
перевешивать,VERB,specialized
перевод,NOUN,general
переводить,VERB,general
переводчик,NOUN,general
перевозить,VERB,general
перевозка,NOUN,general
переворачивать,VERB,everyday
переворачить,VERB,everyday
перевыпка,NOUN,general
перевыпустить,VERB,general
переглядывать,VERB,general
переговорный,ADJ,general
переговоры,NOUN,general
перегружать,VERB,specialized
перегрузка,NOUN,general
перед,ADP,general
передавать,VERB,general
передаваться,VERB,specialized
передатчик,NOUN,everyday
передать,VERB,general
передача,NOUN,general
передвигать,VERB,everyday
передвижник,NOUN,specialized
передвижной,ADJ,specialized
переделать,VERB,general
передний,ADJ,everyday
передумать,VERB,everyday
передышка,NOUN,everyday
переезд,NOUN,general
переезжать,VERB,everyday
переехать,VERB,everyday
переживание,NOUN,specialized
переживать,VERB,general
пережить,ADJ,general
пережить,VERB,general
перезвонить,VERB,general
перезнакомиться,VERB,general
переиздаваться,VERB,specialized
переименовать,VERB,general
перейти,VERB,general
перекачивать,VERB,specialized
перекликаться,VERB,everyday
переключение,NOUN,specialized
переключить,VERB,general
переключиться,VERB,general
перекоситься,VERB,everyday
перекочевка,NOUN,specialized
перекресток,NOUN,general
перекур,NOUN,general
перекура,NOUN,general
перекус,NOUN,everyday
перелет,NOUN,general
перелетать,VERB,everyday
перелистывать,VERB,specialized
переложить,VERB,general
перелом,NOUN,general
перемена,NOUN,general
перемести,VERB,general
переместиться,VERB,specialized
перемешать,VERB,everyday
перемешиваться,VERB,general
перемещать,VERB,everyday
перемещаться,VERB,specialized
перемещение,NOUN,general
перенаправить,VERB,everyday
перенести,VERB,general
перенимать,VERB,everyday
перенос,NOUN,general
переносить,VERB,everyday
переобучение,NOUN,general
переодеть,VERB,general
переодеться,VERB,everyday
переосмысление,NOUN,specialized
переоткрытие,NOUN,specialized
перепасовываться,VERB,everyday
перепечатать,VERB,specialized
перепечатывать,VERB,specialized
переписка,NOUN,general
переписываться,VERB,everyday
переплата,NOUN,general
переплачивать,VERB,general
переплетаться,VERB,general
переполнить,VERB,everyday
переправа,NOUN,everyday
перепутать,VERB,everyday
переработка,NOUN,general
перераспределение,NOUN,specialized
перераспределить,VERB,general
перераспределять,VERB,specialized
перерасти,VERB,general
перерасчёт,NOUN,everyday
перерисовывать,VERB,everyday
перерождение,NOUN,specialized
перерыв,NOUN,general
перерыть,VERB,everyday
пересадить,VERB,everyday
пересдать,VERB,everyday
пересдача,NOUN,everyday
пересекать,VERB,general
пересекаться,VERB,general
переселить,VERB,everyday
переселять,VERB,specialized
пересесть,VERB,everyday
пересечение,NOUN,specialized
пересказ,NOUN,specialized
пересказывать,VERB,general
переславль,PROPN,everyday
пересматривать,VERB,general
пересмотреть,VERB,general
пересохнуть,VERB,everyday
переспрашивать,VERB,everyday
переспросить,VERB,general
переставать,VERB,general
переставить,VERB,everyday
переставлять,VERB,everyday
перестать,VERB,general
перестраивать,VERB,general
перестраиваться,VERB,everyday
перестроить,VERB,specialized
перестройка,NOUN,specialized
переступать,VERB,everyday
пересушить,VERB,everyday
пересчитать,VERB,general
пересчитывать,VERB,everyday
пересылать,VERB,specialized
перетерпеть,VERB,everyday
переулок,NOUN,everyday
переутомление,NOUN,general
перехват,NOUN,everyday
переход,NOUN,general
переходить,VERB,general
переходный,ADJ,general
перечень,NOUN,general
перечесть,VERB,general
перечисление,NOUN,general
перечислить,VERB,general
перечислять,VERB,everyday
перечитать,VERB,general
перечитывание,NOUN,specialized
перечитывать,VERB,specialized
перечёркнутый,ADJ,everyday
период,NOUN,general
периодически,ADV,everyday
периодический,ADJ,specialized
периодный,ADJ,specialized
перрон,NOUN,everyday
персеверанс,PROPN,specialized
персона,NOUN,specialized
персонаж,NOUN,general
персональный,ADJ,general
перспектива,NOUN,general
перспективный,ADJ,everyday
перфекционизм,NOUN,everyday
перчатка,NOUN,general
пес,NOUN,everyday
песенный,ADJ,specialized
песец,NOUN,everyday
песня,NOUN,general
песок,NOUN,everyday
пестрый,ADJ,everyday
петербург,PROPN,general
петербургский,ADJ,general
петергоф,PROPN,general
петип,PROPN,specialized
петля,NOUN,everyday
петр,PROPN,general
петров,PROPN,general
петрович,PROPN,everyday
петровна,PROPN,general
петровский,PROPN,specialized
петроград,PROPN,specialized
петропавловский,PROPN,general
петух,NOUN,everyday
петь,VERB,general
печатать,VERB,specialized
печатный,ADJ,general
печать,NOUN,general
печена,NOUN,specialized
печень,NOUN,general
печенье,NOUN,general
печь,NOUN,general
печь,VERB,everyday
пешеход,NOUN,everyday
пешеходный,ADJ,everyday
пешка,NOUN,everyday
пешком,ADV,everyday
пещера,NOUN,specialized
пиаж,PROPN,specialized
пигментный,ADJ,specialized
пиджак,NOUN,general
пилить,VERB,general
пилот,NOUN,general
пилотировать,VERB,specialized
пилотный,ADJ,general
пинетка,NOUN,everyday
пирамида,NOUN,everyday
пирог,NOUN,everyday
пирога,NOUN,everyday
пирожок,NOUN,everyday
писатель,NOUN,general
писательница,NOUN,everyday
писать,VERB,general
письменность,NOUN,specialized
письменный,ADJ,general
письмо,NOUN,general
питание,NOUN,general
питательный,ADJ,everyday
питаться,VERB,everyday
питомец,NOUN,general
пить,VERB,everyday
пицца,NOUN,everyday
пища,NOUN,general
пищевой,ADJ,general
плавание,NOUN,general
плавать,VERB,everyday
плавиться,VERB,specialized
плакат,NOUN,general
плакать,VERB,general
план,NOUN,general
планета,NOUN,general
планетный,ADJ,specialized
планирование,NOUN,general
планировать,VERB,general
планировка,NOUN,specialized
плановый,ADJ,everyday
планшет,NOUN,general
пластик,NOUN,general
пластиковый,ADJ,general
пластинка,NOUN,general
пластырь,NOUN,general
плата,NOUN,general
платеж,NOUN,general
платежный,ADJ,specialized
платить,VERB,general
платный,ADJ,everyday
платный,ADV,everyday
платок,NOUN,everyday
платон,PROPN,specialized
платформа,NOUN,general
платформенный,ADJ,everyday
платье,NOUN,everyday
плафон,NOUN,everyday
плацкарт,NOUN,general
плацкартный,ADJ,everyday
плед,NOUN,general
племянник,NOUN,everyday
племянница,NOUN,everyday
пленница,NOUN,everyday
пленочный,ADJ,everyday
плесать,VERB,everyday
плескаться,VERB,everyday
плетение,NOUN,general
плетеный,ADJ,everyday
плечо,NOUN,general
плита,NOUN,general
пловчиха,NOUN,everyday
плодлодировать,VERB,everyday
плодородие,NOUN,everyday
плодородный,ADJ,specialized
пломба,NOUN,everyday
плоскость,NOUN,specialized
плотно,ADV,general
плотность,NOUN,general
плотный,ADJ,general
плохо,ADV,general
плохой,ADJ,general
площадка,NOUN,general
площадь,NOUN,general
плыть,VERB,everyday
плюс,ADP,general
плюс,NOUN,general
плюшевый,ADJ,everyday
пляж,NOUN,everyday
пляжный,ADJ,general
плёнка,NOUN,specialized
плёнок,NOUN,everyday
по,ADP,general
по-аджарски,ADV,everyday
по-английски,ADV,specialized
по-доброму,ADV,general
по-добрососедски,ADV,everyday
по-другому,ADV,general
по-корейски,ADV,everyday
по-моему,ADV,general
по-настоящему,ADV,general
по-прежнему,ADV,general
по-разному,ADV,general
по-русски,ADV,general
по-своему,ADV,general
побаливать,VERB,general
победа,NOUN,general
победитель,NOUN,general
победительница,NOUN,everyday
победить,VERB,everyday
побежать,VERB,everyday
побеждать,VERB,everyday
побережье,NOUN,general
побить,VERB,everyday
поблизости,ADV,everyday
поболтать,VERB,everyday
побочный,ADJ,specialized
побывать,VERB,specialized
повадка,NOUN,specialized
повар,NOUN,general
поведение,NOUN,general
поведенческий,ADJ,specialized
повербанк,NOUN,everyday
поверить,VERB,general
поверхностный,ADJ,general
поверхность,NOUN,general
поверь,NOUN,everyday
повесить,VERB,everyday
повествование,NOUN,specialized
повести,NOUN,general
повести,VERB,everyday
повестка,NOUN,everyday
повестка,PROPN,general
повесть,NOUN,general
повлиять,VERB,specialized
повод,NOUN,everyday
поводок,NOUN,everyday
поворачивать,VERB,everyday
поворот,NOUN,general
поворотник,NOUN,everyday
повредить,VERB,everyday
повреждение,NOUN,everyday
поврежить,VERB,general
повседневный,ADJ,general
повсеместно,ADV,specialized
повсюду,ADV,general
повторение,NOUN,specialized
повторить,VERB,general
повториться,VERB,everyday
повторный,ADJ,general
повторять,VERB,general
повторяться,VERB,specialized
повысить,VERB,general
повышать,VERB,general
повышаться,VERB,general
повышение,NOUN,general
погашение,NOUN,general
погибнуть,VERB,general
погладить,VERB,everyday
поглощать,VERB,general
поговорить,VERB,everyday
поговорка,NOUN,everyday
погода,NOUN,general
погодка,NOUN,everyday
погодный,ADJ,everyday
погоня,NOUN,general
пограничник,NOUN,everyday
погребение,NOUN,specialized
погребить,VERB,specialized
погружать,VERB,general
погружаться,VERB,specialized
погружение,NOUN,general
погрузить,VERB,specialized
погулять,VERB,everyday
под,ADP,general
подавать,VERB,everyday
подавить,VERB,specialized
подарить,VERB,everyday
подарок,NOUN,everyday
подать,VERB,general
подача,NOUN,everyday
подбадривать,VERB,everyday
подбегать,VERB,everyday
подбереть,VERB,everyday
подберёзовик,NOUN,everyday
подбирать,VERB,general
подбор,NOUN,general
подбородок,NOUN,everyday
подбрасывать,VERB,everyday
подбросить,VERB,everyday
подвергаться,VERB,specialized
подвергнуться,VERB,general
подверженный,ADJ,general
подверженный,VERB,specialized
подвернуть,VERB,everyday
подвижной,ADJ,specialized
подготовить,VERB,general
подготовка,NOUN,general
подготовка,PROPN,general
подгузник,NOUN,everyday
поддельный,ADJ,general
поддержание,NOUN,specialized
поддержать,VERB,general
поддерживать,VERB,general
поддержка,NOUN,general
поддон,NOUN,everyday
поделать,VERB,everyday
подержать,VERB,everyday
подзаголовка,NOUN,specialized
подзаработать,VERB,general
подзаряжать,VERB,everyday
подземный,ADJ,everyday
подить,VERB,everyday
подиум,NOUN,everyday
подкаст,NOUN,everyday
подклеим,NOUN,everyday
подключаться,VERB,everyday
подключение,NOUN,everyday
подключить,VERB,general
подключиться,VERB,specialized
подколить,VERB,everyday
подкормка,NOUN,everyday
подкреплять,VERB,specialized
подлежать,VERB,everyday
подливать,VERB,everyday
подлинность,NOUN,general
подмена,NOUN,specialized
подменять,VERB,general
поднимать,VERB,general
подниматься,VERB,general
подножие,NOUN,general
поднять,VERB,everyday
подняться,VERB,everyday
подобие,NOUN,everyday
подобный,ADJ,general
подобрать,VERB,general
подогреть,VERB,everyday
пододить,VERB,everyday
подождать,VERB,everyday
подозреваемый,NOUN,everyday
подозревать,VERB,general
подозрение,NOUN,everyday
подозрительно,ADV,everyday
подозрительный,ADJ,everyday
подойти,VERB,everyday
подоконник,NOUN,everyday
подолгу,ADV,general
подоплёка,NOUN,everyday
подосиновик,NOUN,everyday
подошва,NOUN,everyday
подпадать,VERB,specialized
подпевать,VERB,everyday
подписание,NOUN,general
подписать,VERB,general
подписка,NOUN,general
подписной,ADJ,general
подписочный,ADJ,everyday
подпись,NOUN,general
подполье,NOUN,specialized
подпрыгнуть,VERB,everyday
подрабатывать,VERB,everyday
подработка,NOUN,general
подразделение,NOUN,everyday
подрастать,VERB,general
подробно,ADV,general
подробность,NOUN,specialized
подробный,ADJ,general
подростковый,ADJ,specialized
подросток,NOUN,general
подруга,NOUN,everyday
подружиться,VERB,general
подряд,ADV,general
подрядчик,NOUN,everyday
подсветить,VERB,specialized
подсветка,NOUN,everyday
подсекать,VERB,everyday
подсказать,VERB,general
подсказка,NOUN,general
подсказывать,VERB,specialized
подсобка,NOUN,everyday
подсохнуть,VERB,everyday
подставка,NOUN,general
подставной,ADJ,specialized
подстаканник,NOUN,everyday
подстанция,NOUN,specialized
подстилать,VERB,everyday
подстричься,VERB,everyday
подстроиться,VERB,general
подсчет,NOUN,general
подсчитать,VERB,general
подсчитывать,VERB,specialized
подсыть,VERB,everyday
подтвердить,VERB,general
подтверждать,VERB,general
подтверждение,NOUN,general
подтолкнуть,VERB,general
подумать,VERB,everyday
подушечка,NOUN,everyday
подушка,NOUN,everyday
подход,NOUN,general
подходить,ADJ,everyday
подходить,VERB,everyday
подходящий,ADJ,general
подчеркивать,VERB,general
подчеркнить,VERB,general
подчеркнуть,VERB,everyday
подчинить,VERB,specialized
подчиняться,VERB,specialized
подшучивать,VERB,everyday
подъезд,NOUN,everyday
подъезжать,VERB,everyday
подъем,NOUN,general
подышать,VERB,general
поединок,NOUN,general
поезд,NOUN,everyday
поездка,NOUN,general
поесть,VERB,everyday
поехать,VERB,everyday
пожалеть,VERB,everyday
пожалуй,ADV,general
пожалуйста,ADV,everyday
пожар,NOUN,general
пожарить,VERB,everyday
пожарный,ADJ,everyday
пожарный,NOUN,general
пожелание,NOUN,general
поживать,VERB,everyday
пожилой,ADJ,general
поза,NOUN,general
позавтракать,VERB,everyday
позвать,VERB,general
позволить,VERB,general
позволять,VERB,general
позвонить,VERB,everyday
позднейший,ADJ,specialized
поздний,ADJ,general
поздно,ADV,general
поздравить,VERB,everyday
поздравлять,VERB,everyday
позитивный,ADJ,general
позиция,NOUN,general
познакомиться,VERB,everyday
поиск,NOUN,general
поисковик,NOUN,specialized
поймать,VERB,general
пойти,VERB,general
пока,ADV,general
пока,SCONJ,general
показ,NOUN,general
показание,NOUN,everyday
показатель,NOUN,general
показательный,ADJ,specialized
показательный,VERB,general
показать,VERB,general
показаться,VERB,everyday
показывать,VERB,general
показываться,VERB,everyday
покалывать,VERB,general
покачать,VERB,everyday
покачивание,NOUN,everyday
покачиваться,VERB,everyday
покидать,VERB,everyday
покинить,VERB,everyday
покинуть,VERB,general
поклон,NOUN,specialized
поклонник,NOUN,general
покой,NOUN,general
покойный,NOUN,everyday
поколение,NOUN,general
покорить,VERB,everyday
покричать,VERB,everyday
покровский,ADJ,everyday
покровский,PROPN,everyday
покрутить,VERB,general
покрывать,VERB,general
покрытие,NOUN,everyday
покрыть,VERB,everyday
покрыться,VERB,everyday
покрышка,NOUN,general
покупатель,NOUN,general
покупать,VERB,general
покупка,NOUN,general
пол,NOUN,everyday
пол,NUM,everyday
пол-литр,NOUN,everyday
полагать,VERB,everyday
полагаться,VERB,everyday
полведр,NOUN,everyday
полгод,NOUN,general
полгода,NOUN,everyday
полдень,NOUN,everyday
полдня,ADV,everyday
полдня,NOUN,general
поле,NOUN,everyday
полевой,ADJ,everyday
полежать,VERB,everyday
полезный,ADJ,general
полезти,VERB,everyday
полезть,VERB,everyday
полет,NOUN,general
полета,NOUN,general
полететь,VERB,general
ползать,VERB,everyday
ползти,VERB,everyday
поливать,VERB,everyday
поликлиника,NOUN,general
полинезийский,ADJ,specialized
полис,NOUN,general
полистирол,NOUN,general
политика,NOUN,general
политический,ADJ,general
полицейский,NOUN,general
полиция,NOUN,everyday
полиэстер,NOUN,everyday
полк,NOUN,everyday
полка,NOUN,everyday
полквартир,NOUN,general
полкило,NOUN,everyday
полмесяц,NOUN,general
полно,ADV,everyday
полномасштабный,ADJ,general
полномочие,NOUN,specialized
полностью,ADV,general
полнота,NOUN,general
полноценный,ADJ,general
полночь,NOUN,everyday
полный,ADJ,general
половина,NOUN,general
половник,NOUN,everyday
положение,NOUN,general
положенный,ADJ,everyday
положительный,ADJ,specialized
положить,VERB,everyday
положиться,VERB,general
поломка,NOUN,everyday
полоса,NOUN,general
полоска,NOUN,everyday
полотенец,NOUN,everyday
полотнище,NOUN,everyday
полотно,NOUN,general
полотное,NOUN,specialized
полпути,NOUN,general
полставка,NOUN,general
полтора,NUM,everyday
полуденный,ADJ,everyday
полумесяц,NOUN,specialized
полуостров,NOUN,everyday
полуподвал,NOUN,everyday
полупроводник,NOUN,general
полусекунда,NOUN,everyday
получас,NOUN,general
получать,VERB,general
получаться,VERB,everyday
получение,NOUN,general
получить,VERB,general
получиться,VERB,general
полчаса,NOUN,everyday
полынь,NOUN,general
польза,NOUN,general
пользование,NOUN,everyday
пользователь,NOUN,general
пользоваться,VERB,general
польский,ADJ,specialized
польша,PROPN,general
полянка,NOUN,everyday
полярный,ADJ,everyday
помада,NOUN,everyday
поместить,VERB,specialized
пометка,NOUN,general
помещение,NOUN,general
помидор,NOUN,everyday
помимо,ADP,general
помнить,VERB,general
помогать,VERB,general
помочь,VERB,general
помощница,NOUN,everyday
помощь,NOUN,general
помпей,PROPN,specialized
помыть,VERB,everyday
помять,VERB,general
понаблюдать,VERB,everyday
понадобиться,VERB,general
поначалу,ADV,everyday
понедельник,NOUN,general
понемногу,ADV,general
понижать,VERB,specialized
понимание,NOUN,general
понимать,VERB,general
понравиться,VERB,general
понятие,NOUN,general
понятный,ADJ,general
понять,VERB,general
пообедать,VERB,everyday
пообещать,VERB,general
пообщаться,VERB,specialized
поодиночке,ADV,general
поостыть,VERB,general
поп-музыка,NOUN,general
попадать,VERB,general
попадаться,VERB,everyday
попасть,VERB,general
попасться,VERB,general
поперчить,VERB,everyday
попечитель,NOUN,specialized
попкорн,NOUN,everyday
поплавка,NOUN,everyday
поплавок,NOUN,everyday
поплыть,VERB,everyday
поползти,VERB,general
пополнять,VERB,general
пополняться,VERB,everyday
поправиться,VERB,everyday
поправлять,VERB,everyday
поправляться,VERB,general
попробовать,VERB,everyday
попросить,VERB,general
попросту,PART,general
популизм,NOUN,specialized
популист,NOUN,specialized
популистский,ADJ,specialized
популяризировать,VERB,specialized
популярность,NOUN,general
популярный,ADJ,general
попутчик,NOUN,specialized
попытка,NOUN,general
пора,NOUN,general
поработать,VERB,general
порадовать,VERB,everyday
поражать,VERB,everyday
поражение,NOUN,general
поровну,ADV,general
порог,NOUN,general
порога,NOUN,everyday
порода,NOUN,specialized
порождать,VERB,specialized
порой,ADV,general
поросль,VERB,everyday
порт,NOUN,general
портал,NOUN,everyday
портить,VERB,specialized
портиться,VERB,general
поручень,NOUN,everyday
поручить,VERB,general
поручна,NOUN,everyday
порфирий,PROPN,everyday
порция,NOUN,everyday
порча,NOUN,specialized
порыв,NOUN,everyday
порядок,NOUN,general
посад,PROPN,everyday
посадка,NOUN,general
посадочный,ADJ,everyday
посвятить,VERB,general
посева,NOUN,general
поселенец,NOUN,specialized
поселение,NOUN,specialized
поселок,NOUN,general
посередине,ADV,general
посетитель,ADJ,everyday
посетитель,NOUN,general
посечь,VERB,everyday
посещаемость,NOUN,general
посещение,NOUN,general
посиделка,NOUN,specialized
посидеть,VERB,general
поскользнуться,VERB,everyday
поскольку,SCONJ,general
после,ADP,general
после,ADV,everyday
последний,ADJ,general
последовательно,ADV,general
последовательность,NOUN,specialized
последствие,NOUN,general
последующий,ADJ,specialized
пословица,NOUN,everyday
послушать,VERB,general
посмеиваться,VERB,everyday
посмеяться,VERB,everyday
посмотреть,VERB,general
пособие,NOUN,general
посоветовать,VERB,general
посоветоваться,VERB,everyday
посольство,NOUN,general
посошок,NOUN,everyday
поспать,VERB,everyday
поспешно,ADV,everyday
посполита,PROPN,specialized
поспорить,VERB,general
поспрашивать,VERB,general
посреди,ADP,general
посредник,NOUN,general
поссориться,VERB,everyday
пост,NOUN,everyday
поставить,VERB,everyday
поставка,NOUN,general
поставлять,VERB,specialized
поставщик,NOUN,general
постановка,NOUN,general
постановочный,ADJ,everyday
постельный,ADJ,everyday
постепенно,ADV,general
постепенный,ADJ,general
постирать,VERB,everyday
постный,ADJ,everyday
посторонний,ADJ,general
постоянно,ADV,general
постоянный,ADJ,general
постоять,VERB,everyday
пострадать,VERB,general
построение,NOUN,specialized
построить,VERB,general
постройка,NOUN,everyday
посттравматический,ADJ,specialized
поступать,VERB,general
поступить,VERB,general
поступление,NOUN,general
поступок,NOUN,general
постыдный,ADJ,general
посуда,NOUN,everyday
посуточно,ADV,everyday
посылка,NOUN,everyday
посыпать,VERB,general
посёлок,NOUN,specialized
потек,NOUN,everyday
потенциал,NOUN,general
потенциально,ADV,specialized
потенциальный,ADJ,general
потепление,NOUN,general
потерпеть,VERB,everyday
потеря,NOUN,general
потерянный,VERB,everyday
потерять,VERB,general
